Date,000001.SS,ES=F,NQ=F,YM=F,ZT=F,^125904-USD-STRD,^AXJO,^BSESN,^BVSP,^DJI,^FCHI,^FTSE,^GDAXI,^GSPC,^GSPTSE,^HSI,^IBEX,^IXIC,^KS11,^MERV,^MXX,^N225,^NZ50,^RUT,^VIX
2021-02-19,3696.16796875,3903.0,13576.0,31433.0,110.5078125,1897.3800048828125,6793.7998046875,50889.76171875,118748.0,31494.3203125,5773.5498046875,6624.0,13993.23046875,3906.7099609375,18384.30078125,30644.73046875,8151.60009765625,13874.4599609375,3107.6201171875,50993.0,44900.078125,30017.919921875,12548.6298828125,2266.68994140625,22.049999237060547
2021-02-22,3642.43994140625,3873.5,13224.25,31466.0,110.49609375,1891.1600341796875,6780.89990234375,49744.3203125,112668.0,31521.689453125,5767.43994140625,6612.2001953125,13950.0400390625,3876.5,18416.69921875,30319.830078125,8112.2001953125,13533.0498046875,3079.75,49268.0,44946.6015625,30156.029296875,12426.240234375,2251.070068359375,23.450000762939453
2021-02-23,3636.360107421875,3878.0,13192.0,31492.0,110.4921875,1886.81005859375,6839.2001953125,49751.41015625,115227.0,31537.349609375,5779.83984375,6625.89990234375,13864.8095703125,3881.3701171875,18330.099609375,30632.640625,8252.099609375,13465.2001953125,3070.090087890625,47857.0,45268.328125,,12388.83984375,2231.31005859375,23.110000610351562
2021-02-24,3564.080078125,3922.5,13302.0,31916.0,110.4765625,1889.5899658203125,6777.7998046875,50781.69140625,115668.0,31961.859375,5797.97998046875,6659.0,13976.0,3925.429931640625,18484.5,29718.240234375,8269.599609375,13597.9697265625,2994.97998046875,49607.0,45151.37890625,29671.69921875,12282.419921875,2284.3798828125,21.34000015258789
2021-02-25,3585.050048828125,3828.0,12831.75,31371.0,110.3828125,1899.68994140625,6834.0,51039.30859375,112256.0,31402.009765625,5783.89013671875,6652.0,13879.330078125,3829.340087890625,18223.5,30074.169921875,8317.7998046875,13119.4296875,3099.68994140625,48921.0,44310.26953125,30168.26953125,12140.66015625,2200.169921875,28.889999389648438
2021-02-26,3509.080078125,3809.25,12911.0,30912.0,110.42578125,1854.47998046875,6673.2998046875,49099.98828125,110035.0,30932.369140625,5703.22021484375,6483.39990234375,13786.2900390625,3811.14990234375,18060.30078125,28980.2109375,8225.0,13192.349609375,3012.949951171875,48432.0,44592.91015625,28966.009765625,12227.2900390625,2201.050048828125,27.950000762939453
2021-03-01,3551.39990234375,3898.75,13279.75,31509.0,110.48046875,1874.719970703125,6789.60009765625,49849.83984375,110335.0,31535.509765625,5792.7900390625,6588.5,14012.8203125,3901.820068359375,18299.599609375,29452.5703125,8378.099609375,13588.830078125,,48996.0,44784.578125,29663.5,12301.8095703125,2275.320068359375,23.350000381469727
2021-03-02,3508.591064453125,3867.5,13055.25,31358.0,110.484375,1880.5899658203125,6762.2998046875,50296.890625,111540.0,31391.51953125,5809.72998046875,6613.7998046875,14039.7998046875,3870.2900390625,18421.599609375,29095.859375,8355.7998046875,13358.7900390625,3043.8701171875,48127.0,45682.19140625,29408.169921875,12344.490234375,2231.510009765625,24.100000381469727
2021-03-03,3576.89990234375,3816.75,12681.75,31236.0,110.44921875,1883.7099609375,6818.0,51444.6484375,111184.0,31270.08984375,5830.06005859375,6675.5,14080.0302734375,3819.719970703125,18320.69921875,29880.419921875,8329.2998046875,12997.75,3082.989990234375,47325.0,46377.46875,29559.099609375,12359.259765625,2207.7900390625,26.670000076293945
2021-03-04,3503.489990234375,3765.5,12455.0,30878.0,110.44140625,1872.81005859375,6760.7001953125,50846.078125,112690.0,30924.140625,5830.64990234375,6650.89990234375,14056.33984375,3768.469970703125,18125.69921875,29236.7890625,8354.0,12723.4697265625,3043.489990234375,47808.0,46004.19140625,28930.109375,12224.5,2146.919921875,28.56999969482422
2021-03-05,3501.987060546875,3839.0,12663.75,31465.0,110.453125,1838.9000244140625,6710.7998046875,50405.3203125,115202.0,31496.30078125,5782.64990234375,6630.5,13920.6904296875,3841.93994140625,18381.0,29098.2890625,8286.7998046875,12920.150390625,3026.260009765625,47242.0,46342.5390625,28864.3203125,12180.25,2192.2099609375,24.65999984741211
2021-03-08,3421.409912109375,3819.25,12297.25,31776.0,110.3984375,1868.510009765625,6739.60009765625,50441.0703125,110612.0,31802.439453125,5902.990234375,6719.10009765625,14380.91015625,3821.35009765625,18457.80078125,28540.830078125,8444.2001953125,12609.16015625,2996.110107421875,46292.0,47075.41015625,28743.25,12085.1796875,2202.97998046875,25.469999313354492
